Data;Arquivo;Laboratorio/Grupo;Prof.Orientador;Email;Aluno;Email;IC/MS/Dr/Pesq;Nome Amostra;2thetai;2thetaf;Countingtime;TotalTime;XrayTube;XrayMirror
2011-08-03;Xpert_516.xrdml;;;;;;;amostra 1 1100C 3h;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2011-08-03;Xpert_517.xrdml;;;;;;;amostra 2 1200C 3h;20.00156514;79.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2011-08-03;Xpert_518.xrdml;;;;;;;amostra 4 1100C 3h;20.00156514;79.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2011-08-03;Xpert_519.xrdml;;;;;;;amostra 5 1200C 3h;20.00156514;79.99382669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2011-08-03;Xpert_520.xrdml;;;;;;;HA hidro 1h;20.00156514;79.99382669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
